"title","company_name","location","job_posted_date","job_link"
"Head of Neuropsychiatry, US Medical","Biogen","Cambridge, MA","2 hours ago","https://www.linkedin.com/jobs/view/head-of-neuropsychiatry-us-medical-at-biogen-3702812955?refId=48fMMKqJTQgUyhbFOWTouw%3D%3D&trackingId=T1awYIFHhHMEO6PX7xxhkQ%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card"
"Recent Grads - Entry Level Lab Positions","Actalent","Minneapolis, MN","2 hours ago","https://www.linkedin.com/jobs/view/recent-grads-entry-level-lab-positions-at-actalent-3702811828?refId=48fMMKqJTQgUyhbFOWTouw%3D%3D&trackingId=PVQNFjhvEZP%2FXD2fhk8hPg%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card"
"Child Welfare Specialist I/II - Post Adoption","Oklahoma Department of Human Services","Oklahoma City, OK","1 hour ago","https://www.linkedin.com/jobs/view/child-welfare-specialist-i-ii-post-adoption-at-oklahoma-department-of-human-services-3702828015?refId=48fMMKqJTQgUyhbFOWTouw%3D%3D&trackingId=LfQcQlfOVYZMFRH6dpuC1w%3D%3D&position=19&pageNum=12&trk=public_jobs_jserp-result_search-card"
"Construction Manager - Large Loss","BlueTeam","Atlanta, GA","1 hour ago","https://www.linkedin.com/jobs/view/construction-manager-large-loss-at-blueteam-3702819997?refId=48fMMKqJTQgUyhbFOWTouw%3D%3D&trackingId=gXSZFjrfVK9wFKUdWp7zSw%3D%3D&position=20&pageNum=12&trk=public_jobs_jserp-result_search-card"
"Development Specialist","Clēnera","Boise, ID","1 hour ago","https://www.linkedin.com/jobs/view/development-specialist-at-cl%C4%93nera-3702825869?refId=48fMMKqJTQgUyhbFOWTouw%3D%3D&trackingId=uq85BxTT0sugBVevi8CPYg%3D%3D&position=21&pageNum=12&trk=public_jobs_jserp-result_search-card"
"CXT Training and Technical Writer","Ilmor Engineering, Inc.","Plymouth, MI","2 hours ago","https://www.linkedin.com/jobs/view/cxt-training-and-technical-writer-at-ilmor-engineering-inc-3702820597?refId=48fMMKqJTQgUyhbFOWTouw%3D%3D&trackingId=2dQuP59Qq%2B3dPQoD4lxSBQ%3D%3D&position=22&pageNum=12&trk=public_jobs_jserp-result_search-card"
"Field Sales Manager","Congo Brands","Dallas, TX","3 weeks ago","https://www.linkedin.com/jobs/view/field-sales-manager-at-congo-brands-3702825952?refId=48fMMKqJTQgUyhbFOWTouw%3D%3D&trackingId=9jinb%2BmTMuWruytzbhKVRw%3D%3D&position=23&pageNum=12&trk=public_jobs_jserp-result_search-card"
"Remote Sports Events Coordinator","LC EXCLUSIVE","Denver, CO","1 hour ago","https://www.linkedin.com/jobs/view/remote-sports-events-coordinator-at-lc-exclusive-3702827351?refId=48fMMKqJTQgUyhbFOWTouw%3D%3D&trackingId=VcSUDp392WiCbKnJ1%2FnXiw%3D%3D&position=24&pageNum=12&trk=public_jobs_jserp-result_search-card"
"Public Safety Officer LW8874","Australian Unity","Gulfport, FL","3 weeks ago","https://www.linkedin.com/jobs/view/public-safety-officer-lw8874-at-australian-unity-3702815952?refId=48fMMKqJTQgUyhbFOWTouw%3D%3D&trackingId=L1CWOQjbEEoH4KOqrQGqyg%3D%3D&position=25&pageNum=12&trk=public_jobs_jserp-result_search-card"
"Drafter","Actalent","Shawnee, KS","2 hours ago","https://www.linkedin.com/jobs/view/drafter-at-actalent-3702811745?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=e6OxFilRmXHqkXZFKCW6FQ%3D%3D&position=1&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Laboratory Technician I","Ponca City Development Authority","Ponca City, OK","1 hour ago","https://www.linkedin.com/jobs/view/laboratory-technician-i-at-ponca-city-development-authority-3702819839?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=b8WeCwRgjZ4h4ztwBpWaMQ%3D%3D&position=2&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Guest Services Representative","Orlando Health","Orlando, FL","1 hour ago","https://www.linkedin.com/jobs/view/guest-services-representative-at-orlando-health-3702829193?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=wQPKbXO8F74BFzbULXQ5sg%3D%3D&position=3&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Quality Engineer- West Babylon, NY","Check-Mate Industries, Inc.","West Babylon, NY","2 hours ago","https://www.linkedin.com/jobs/view/quality-engineer-west-babylon-ny-at-check-mate-industries-inc-3702822589?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=r5wkgh1Tco1y4hvpTLmqRA%3D%3D&position=4&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Medical Receptionist","Aston Carter","Camillus, NY","2 hours ago","https://www.linkedin.com/jobs/view/medical-receptionist-at-aston-carter-3702815950?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=t5EiKoaLAl3LDfpOQOw%2F%2BQ%3D%3D&position=5&pageNum=13&trk=public_jobs_jserp-result_search-card"
"CAD Designer","Actalent","Atlanta, GA","2 hours ago","https://www.linkedin.com/jobs/view/cad-designer-at-actalent-3702809651?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=6WS2%2BSDnvhhe2asdq6Qpzw%3D%3D&position=6&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Preconstruction Manager","R&H Construction","Portland, OR","1 hour ago","https://www.linkedin.com/jobs/view/preconstruction-manager-at-r-h-construction-3702823478?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=S%2BZlDgZAulOesjvixOVHHg%3D%3D&position=7&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Sales Operations Analyst","Quartz Network","Los Angeles, CA","1 hour ago","https://www.linkedin.com/jobs/view/sales-operations-analyst-at-quartz-network-3702824623?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=eBTOGojP5glUUklUMxPYew%3D%3D&position=8&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Licensed Practical Nurse- OB/GYN","Northwell Health","Mount Kisco, NY","3 weeks ago","https://www.linkedin.com/jobs/view/licensed-practical-nurse-ob-gyn-at-northwell-health-3702838145?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=cTj2gxTMLfMFIAPDV8sM6A%3D%3D&position=9&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Remote Sports Travel Specialist","Norton & Associates Inc.","Florida, United States","1 hour ago","https://www.linkedin.com/jobs/view/remote-sports-travel-specialist-at-norton-associates-inc-3702820928?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=UgiopVA47jsoBWsn041pYQ%3D%3D&position=10&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Business Analyst II","SWJ TECHNOLOGY","Greer, SC","1 hour ago","https://www.linkedin.com/jobs/view/business-analyst-ii-at-swj-technology-3702823684?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=6Lxwa74aLtEbXkgVC0uy3Q%3D%3D&position=11&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Political Legal Analyst - Law Firm","DNA Partners","Washington DC-Baltimore Area","29 minutes ago","https://www.linkedin.com/jobs/view/political-legal-analyst-law-firm-at-dna-partners-3699089751?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=ypN6KGShBfLBwGemuv8LDg%3D%3D&position=12&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Interior Designer","Actalent","Burr Ridge, IL","2 hours ago","https://www.linkedin.com/jobs/view/interior-designer-at-actalent-3702817357?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=lbmZEwyYUw6n3LT00YzOEg%3D%3D&position=13&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Junior Account Executive","Albireo Energy","Edison, NJ","1 hour ago","https://www.linkedin.com/jobs/view/junior-account-executive-at-albireo-energy-3702831923?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=xP%2BcHwD5nMjdFymmmMmmMw%3D%3D&position=14&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Contract Specialist (Mid-Level) (0024)","OCT Consulting LLC","Greensboro, NC","1 hour ago","https://www.linkedin.com/jobs/view/contract-specialist-mid-level-0024-at-oct-consulting-llc-3702837224?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=3S9me%2BlSJkc7jT11sytKdA%3D%3D&position=15&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Litigation Paralegal","United Gaming, LLC.","Atlanta, GA","1 hour ago","https://www.linkedin.com/jobs/view/litigation-paralegal-at-united-gaming-llc-3702823438?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=y9mDUEfbaA6ivCdtY59ZJQ%3D%3D&position=16&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Performance and Quality Officer - South West Performance, Fixed Term (Ref:78248)","HM Prison and Probation Service","Chesterfield Court House, VA","1 week ago","https://www.linkedin.com/jobs/view/performance-and-quality-officer-south-west-performance-fixed-term-ref-78248-at-hm-prison-and-probation-service-3702813997?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=JkTZWQO%2FwZ8TfZI4qX5eog%3D%3D&position=17&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Business Development Manager","BlueTeam","Detroit, MI","2 hours ago","https://www.linkedin.com/jobs/view/business-development-manager-at-blueteam-3702819692?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=wLIcU%2BTsWmvN4qYJEW0%2BBg%3D%3D&position=18&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Rigger-Various Locations","Nortal","Andrews, SC","1 week ago","https://www.linkedin.com/jobs/view/rigger-various-locations-at-nortal-3702817385?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=W8VQ178r%2BniGDRPyUgb9dA%3D%3D&position=19&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Urgent need for Medical Coding/Billing Specialist","Merito Group","Surfside Beach, SC","2 hours ago","https://www.linkedin.com/jobs/view/urgent-need-for-medical-coding-billing-specialist-at-merito-group-3702821715?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=5h9foR4dFgAWaeH6Fef3pA%3D%3D&position=20&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Nutritionist IV","State of South Carolina","Columbia, SC","2 hours ago","https://www.linkedin.com/jobs/view/nutritionist-iv-at-state-of-south-carolina-3702805947?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=aOtZijKXfzXcmsFnyCdG6g%3D%3D&position=21&pageNum=13&trk=public_jobs_jserp-result_search-card"
"VP, Planning","Ascend Wellness Holdings (CSE: AAWH.U / OTCQX:AAWH)","New York, NY","2 hours ago","https://www.linkedin.com/jobs/view/vp-planning-at-ascend-wellness-holdings-cse-aawh-u-otcqx-aawh-3702815129?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=sogPYZ4FB69IpPtkuWbTNw%3D%3D&position=22&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Jr. Software Engineer","Lakeside Software","Ann Arbor, MI","1 hour ago","https://www.linkedin.com/jobs/view/jr-software-engineer-at-lakeside-software-3702822770?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=xjqUCO2YegMn4yEgBa1%2FVQ%3D%3D&position=23&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Equity Research Associate – Biotechnology","BMO Capital Markets","New York, NY","1 hour ago","https://www.linkedin.com/jobs/view/equity-research-associate-%E2%80%93-biotechnology-at-bmo-capital-markets-3702808802?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=b1D0M9m2nYoRGzWFcJXRhA%3D%3D&position=24&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Work from Your Phone Opportunity","LC EXCLUSIVE","New York, United States","1 hour ago","https://www.linkedin.com/jobs/view/work-from-your-phone-opportunity-at-lc-exclusive-3702829098?refId=bzhqyp%2FL0EFtwE89EDzNtQ%3D%3D&trackingId=qUFlBVlpmvKA0g6N1mA1HQ%3D%3D&position=25&pageNum=13&trk=public_jobs_jserp-result_search-card"
"Adjunct Instructor - English","State of Montana","Ada County, ID","1 week ago","https://www.linkedin.com/jobs/view/adjunct-instructor-english-at-state-of-montana-3702821233?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=HZ%2Bh7qjZppDHuDQjhrB8gA%3D%3D&position=1&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Research Analyst - AI Catalyst","The Health Management Academy","Arlington, VA","3 weeks ago","https://www.linkedin.com/jobs/view/research-analyst-ai-catalyst-at-the-health-management-academy-3702823266?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=3jXnONl6R3mFPC5lmh8%2Fcg%3D%3D&position=2&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Project Manager","Danieli Group","Cranberry Township, PA","1 hour ago","https://www.linkedin.com/jobs/view/project-manager-at-danieli-group-3702820979?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=um%2FCjwDCjoADsY67oTPPZg%3D%3D&position=3&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Remote Planning Specialist","Norton & Associates Inc.","Pennsylvania, United States","1 hour ago","https://www.linkedin.com/jobs/view/remote-planning-specialist-at-norton-associates-inc-3702819967?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=rXYJG99OJvUVPE8%2FTRB%2FHg%3D%3D&position=4&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Pre-Print Coordinator","Simpluris, Inc.","Costa Mesa, CA","1 hour ago","https://www.linkedin.com/jobs/view/pre-print-coordinator-at-simpluris-inc-3702831779?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=J%2FIzbxCQvbcjG0lUy%2FjcRA%3D%3D&position=5&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Action Officer","ARServices","Albuquerque, NM","1 hour ago","https://www.linkedin.com/jobs/view/action-officer-at-arservices-3702833234?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=a0tJwW6i69ldnlIiLAaixw%3D%3D&position=6&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Inside Sales Representative (Remote)","OpenSpace","United States","1 hour ago","https://www.linkedin.com/jobs/view/inside-sales-representative-remote-at-openspace-3702831169?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=TEC6OyKvGDiGuEkxHrbxPA%3D%3D&position=7&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Program Associate, Homelessness","Conrad N. Hilton Foundation","Westlake Village, CA","1 hour ago","https://www.linkedin.com/jobs/view/program-associate-homelessness-at-conrad-n-hilton-foundation-3702818788?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=%2FxGk%2FHsbyiVP9EvTxDaedw%3D%3D&position=8&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Area Trainer - Colorado","Charlotte Tilbury Beauty","Denver, CO","1 hour ago","https://www.linkedin.com/jobs/view/area-trainer-colorado-at-charlotte-tilbury-beauty-3702831510?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=EgxfekdwlWxScGYO5tPElg%3D%3D&position=9&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Finance Director","City of Altoona, PA","Altoona, PA","3 weeks ago","https://www.linkedin.com/jobs/view/finance-director-at-city-of-altoona-pa-3702832148?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=XWEKG%2Fg4n8hpiulzJefh%2BQ%3D%3D&position=10&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Sales Account Executive","Vontive","Denver, CO","3 weeks ago","https://www.linkedin.com/jobs/view/sales-account-executive-at-vontive-3702830784?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=ngB3aKDqDwL36JXNFOERFQ%3D%3D&position=11&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Business Development Specialist","Deacero USA, Inc","Houston, TX","1 hour ago","https://www.linkedin.com/jobs/view/business-development-specialist-at-deacero-usa-inc-3702836143?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=B8SQFhx%2Fg%2BjXv%2FSS1kimVw%3D%3D&position=12&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Network Engineer","Virtual Technologies Group","Maumee, OH","1 hour ago","https://www.linkedin.com/jobs/view/network-engineer-at-virtual-technologies-group-3702823638?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=yls6snm49ou%2FQli508IzaQ%3D%3D&position=13&pageNum=14&trk=public_jobs_jserp-result_search-card"
"HR Assistant/ Recruiter","Krapf Group - School Bus and Transportation","New Hope, PA","1 hour ago","https://www.linkedin.com/jobs/view/hr-assistant-recruiter-at-krapf-group-school-bus-and-transportation-3702824942?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=TmLSBIcV%2FRx6vZY60VfzLA%3D%3D&position=14&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Corporate Accountant","Enumerate","Knoxville, TN","1 hour ago","https://www.linkedin.com/jobs/view/corporate-accountant-at-enumerate-3702824344?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=lhynlpl%2F%2F9MWqj4FgP79Kg%3D%3D&position=15&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Staff Nurse Tier 1","Appalachian Regional Healthcare (ARH)","Middlesboro, KY","1 hour ago","https://www.linkedin.com/jobs/view/staff-nurse-tier-1-at-appalachian-regional-healthcare-arh-3702834324?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=oUB3h2jmP86O6o9gwHjSDw%3D%3D&position=16&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Staff Nurse Tier 1","Appalachian Regional Healthcare (ARH)","Middlesboro, KY","1 hour ago","https://www.linkedin.com/jobs/view/staff-nurse-tier-1-at-appalachian-regional-healthcare-arh-3702833367?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=MRKIOebl7qggd7tK%2FhxBlw%3D%3D&position=17&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Software Onboarding Specialist","Threecolts","New York, United States","2 hours ago","https://www.linkedin.com/jobs/view/software-onboarding-specialist-at-threecolts-3702819483?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=qj6u841XQAqMdxm0piNkCg%3D%3D&position=18&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Designer","Actalent","Knoxville, TN","2 hours ago","https://www.linkedin.com/jobs/view/designer-at-actalent-3702815715?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=Ludv3g%2BF6cbKeNfmH3S3VA%3D%3D&position=19&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Senior Accounts Payable Specialist","EdgeConneX","Herndon, VA","1 hour ago","https://www.linkedin.com/jobs/view/senior-accounts-payable-specialist-at-edgeconnex-3702822884?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=bdIBnHP2U1tudgXI%2F69%2BYw%3D%3D&position=20&pageNum=14&trk=public_jobs_jserp-result_search-card"
"High School Dean of Students","KIPP Columbus","Columbus, Ohio Metropolitan Area","1 hour ago","https://www.linkedin.com/jobs/view/high-school-dean-of-students-at-kipp-columbus-3702824482?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=J7rxBHJXKpgOZAPu0JDdnQ%3D%3D&position=21&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Urgent looking for a Medical Biller - $20/hr Myrtle Beach, SC","Merito Group","Myrtle Beach, SC","2 hours ago","https://www.linkedin.com/jobs/view/urgent-looking-for-a-medical-biller-%2420-hr-myrtle-beach-sc-at-merito-group-3702822713?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=SnT30taMLd1XFjQdT1HUFg%3D%3D&position=22&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Public Relations Coordinator","Dial Loop Scape","Austin, TX","1 hour ago","https://www.linkedin.com/jobs/view/public-relations-coordinator-at-dial-loop-scape-3702827391?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=nsRZhTxQ7QE%2Bu4HpPV1x6A%3D%3D&position=23&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Vice President of Engineering","Pacific Defense","El Segundo, CA","1 day ago","https://www.linkedin.com/jobs/view/vice-president-of-engineering-at-pacific-defense-3702828473?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=%2B2mtM6u%2B3nJUFYkMcjJ6%2Bw%3D%3D&position=24&pageNum=14&trk=public_jobs_jserp-result_search-card"
"General Manager","Rumble Boxing","Keller, TX","1 hour ago","https://www.linkedin.com/jobs/view/general-manager-at-rumble-boxing-3702829044?refId=dFhpqQJCFQbreTbLxoitig%3D%3D&trackingId=OMX%2BgyJIhBNRx57QiWksgw%3D%3D&position=25&pageNum=14&trk=public_jobs_jserp-result_search-card"
"Network Engineer","Virtual Technologies Group","Maumee, OH","1 hour ago","https://www.linkedin.com/jobs/view/network-engineer-at-virtual-technologies-group-3702823638?refId=559rlBZBRx2sBrcx9ovYuw%3D%3D&trackingId=SmyMCiWU8CimsbpL0G6ZeA%3D%3D&position=1&pageNum=15&trk=public_jobs_jserp-result_search-card"
"Travel Nurse RN - Rehabilitation - $1,341 per week","ARMStaffing","Lancaster, PA","12 minutes ago","https://www.linkedin.com/jobs/view/travel-nurse-rn-rehabilitation-%241-341-per-week-at-armstaffing-3699095560?refId=559rlBZBRx2sBrcx9ovYuw%3D%3D&trackingId=zRK9WVwtlUy070OYigHerA%3D%3D&position=2&pageNum=15&trk=public_jobs_jserp-result_search-card"
"Corporate Accountant","Enumerate","Knoxville, TN","1 hour ago","https://www.linkedin.com/jobs/view/corporate-accountant-at-enumerate-3702824344?refId=559rlBZBRx2sBrcx9ovYuw%3D%3D&trackingId=RYNzVFYAgBMNMTxdu9YUuw%3D%3D&position=3&pageNum=15&trk=public_jobs_jserp-result_search-card"
"Remote Sports Events Coordinator","LC EXCLUSIVE","Miami, FL","1 hour ago","https://www.linkedin.com/jobs/view/remote-sports-events-coordinator-at-lc-exclusive-3702825148?refId=559rlBZBRx2sBrcx9ovYuw%3D%3D&trackingId=5KC3z5PRddZIEedSihMx9g%3D%3D&position=4&pageNum=15&trk=public_jobs_jserp-result_search-card"
"Designer","Actalent","Knoxville, TN","2 hours ago","https://www.linkedin.com/jobs/view/designer-at-actalent-3702815715?refId=559rlBZBRx2sBrcx9ovYuw%3D%3D&trackingId=NLDrRzFpGfcsxO7T%2B4k%2FFQ%3D%3D&position=5&pageNum=15&trk=public_jobs_jserp-result_search-card"
